location_id,prediction_period_start,admin1_region,admin2_zone,admin3_woreda,risk_probability,risk_prediction,risk_bucket,alert_role,alert_level,source_zone_high_risk_count,source_zone_very_high_count,source_zone_max_risk_probability,source_zone_top_source_woreda,alert_reason
ETH:ET051001,2026-01-01,Somali,Nogob,Ayun,0.71477437,0,high,high_risk_source,high,6,0,0.74749696,Garbo,This woreda is high or very-high risk for the next prediction month.
ETH:ET050802,2026-01-01,Somali,Afder,Charati,0.71433043,0,high,high_risk_source,high,11,2,0.7735397,Elkare /Serer,This woreda is high or very-high risk for the next prediction month.
ETH:9ecac7140d4f,2026-01-01,Somali,Shabele,Godey,0.7136761,0,high,high_risk_source,high,10,0,0.74620366,Kelafo,This woreda is high or very-high risk for the next prediction month.
ETH:c6a0667f8dba,2026-01-01,Amhara,Oromiya,Bati,0.71281236,0,high,high_risk_source,high,14,1,0.8324774,Jilye Tumuga,This woreda is high or very-high risk for the next prediction month.
ETH:ET081109,2026-01-01,South Ethiopia,Gedeo,Dila town,0.7125493,0,high,high_risk_source,high,7,3,0.785926,Churso,This woreda is high or very-high risk for the next prediction month.
ETH:ET041112,2026-01-01,Oromia,Bale,Mena (Bale),0.71245843,0,high,high_risk_source,high,18,2,0.98416394,Goro (Bale),This woreda is high or very-high risk for the next prediction month.
ETH:ET051002,2026-01-01,Somali,Nogob,Elwayne,0.7123326,0,high,high_risk_source,high,6,0,0.74749696,Garbo,This woreda is high or very-high risk for the next prediction month.
ETH:ET041409,2026-01-01,Oromia,Guji,Arda Jila,0.7122001,0,high,high_risk_source,high,15,6,0.88357407,Adola Rede,This woreda is high or very-high risk for the next prediction month.
ETH:ET041405,2026-01-01,Oromia,GUJI,Odo Shakiso,0.71213704,0,high,high_risk_source,high,3,0,0.71213704,Odo Shakiso,This woreda is high or very-high risk for the next prediction month.
ETH:ET040822,2026-01-01,Oromia,Arsi,Diksis,0.7121021,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:567b22d0b6f5,2026-01-01,Afar,Afar 5,Telalak,0.7119824,0,high,high_risk_source,high,7,0,0.7119824,Telalak,This woreda is high or very-high risk for the next prediction month.
ETH:548d560ded36,2026-01-01,Somali,Jarar,Dagah Bur,0.7114034,0,high,high_risk_source,high,15,1,0.77285266,Gashamo,This woreda is high or very-high risk for the next prediction month.
ETH:ET030399,2026-01-01,Amhara,North Wello,Kobo town,0.71116513,0,high,high_risk_source,high,13,1,0.7784336,Bugna,This woreda is high or very-high risk for the next prediction month.
ETH:ET060205,2026-01-01,Benishangul Gumuz,Metekel,Dibate,0.70988655,0,high,high_risk_source,high,10,0,0.73803574,Dangur,This woreda is high or very-high risk for the next prediction month.
ETH:ET041603,2026-01-01,Oromia,Buno Bedele,Chora (Buno Bedele),0.7092342,0,high,high_risk_source,high,12,0,0.7092342,Chora (Buno Bedele),This woreda is high or very-high risk for the next prediction month.
ETH:862e708a8692,2026-01-01,Oromia,West Shoa,Bako Tibe,0.70864,0,high,high_risk_source,high,26,1,0.7930984,Cheliya,This woreda is high or very-high risk for the next prediction month.
ETH:470d57a549bc,2026-01-01,Somali,Shabele,East Imi,0.7086003,0,high,high_risk_source,high,10,0,0.74620366,Kelafo,This woreda is high or very-high risk for the next prediction month.
ETH:fa918bd656a3,2026-01-01,Sidama,Sidama,Aleta Chuko,0.7085871,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:ET060204,2026-01-01,Benishangul Gumuz,Metekel,Mandura,0.7081469,0,high,high_risk_source,high,10,0,0.73803574,Dangur,This woreda is high or very-high risk for the next prediction month.
ETH:ET050392,2026-01-01,Somali,Jarar,Daror,0.70791006,0,high,high_risk_source,high,15,1,0.77285266,Gashamo,This woreda is high or very-high risk for the next prediction month.
ETH:c29d51abb506,2026-01-01,Amhara,Central Gonder,East Belesa,0.7079079,0,high,high_risk_source,high,14,3,0.85815537,Wegera,This woreda is high or very-high risk for the next prediction month.
ETH:ET041803,2026-01-01,Oromia,Kelem Wellega,Dale Wabera,0.7071516,0,high,high_risk_source,high,17,1,0.77339715,Gidami,This woreda is high or very-high risk for the next prediction month.
ETH:7c42a13640ca,2026-01-01,Oromia,Maya City,Awaday,0.70594805,0,high,high_risk_source,high,3,0,0.70594805,Awaday,This woreda is high or very-high risk for the next prediction month.
ETH:ET041702,2026-01-01,Oromia,West Arsi,SHALA,0.7054424,0,high,high_risk_source,high,17,2,0.78760237,Siraro,This woreda is high or very-high risk for the next prediction month.
ETH:f987b7af3f58,2026-01-01,Oromia,East Wellega,Gutin,0.7053881,0,high,high_risk_source,high,18,0,0.73520285,Sibu Sire,This woreda is high or very-high risk for the next prediction month.
ETH:ET110302,2026-01-01,South West Ethiopia,Bench Sheko,Gurafereda,0.70445174,0,high,high_risk_source,high,10,0,0.70445174,Gurafereda,This woreda is high or very-high risk for the next prediction month.
ETH:a3db315551b4,2026-01-01,Somali,Liben,Dolo Ado,0.70443815,0,high,high_risk_source,high,9,0,0.7438104,Guradamole,This woreda is high or very-high risk for the next prediction month.
ETH:65e245f36c21,2026-01-01,Amhara,Debre Berhan town,Debre Berhan town,0.70438963,0,high,high_risk_source,high,1,0,0.70438963,Debre Berhan town,This woreda is high or very-high risk for the next prediction month.
ETH:205ddb175d81,2026-01-01,Somali,Fafan,Kebri bayah Town,0.70422286,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:16a3a30b0043,2026-01-01,Somali,Fafan,Shabeley,0.70415497,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:a8192161cb64,2026-01-01,Amhara,North Gonder,Telemt,0.70269483,0,high,high_risk_source,high,7,0,0.74364644,Janamora,This woreda is high or very-high risk for the next prediction month.
ETH:4cf802c219fe,2026-01-01,Oromia,West Harerghe,Shenen Dugo ( Mesela ),0.70219034,0,high,high_risk_source,high,15,0,0.70219034,Shenen Dugo ( Mesela ),This woreda is high or very-high risk for the next prediction month.
ETH:3fb4a73e62f3,2026-01-01,Oromia,Horo Guduru,Sulula Fincha,0.70196134,0,high,high_risk_source,high,16,0,0.70196134,Sulula Fincha,This woreda is high or very-high risk for the next prediction month.
ETH:05774fb1eac3,2026-01-01,Oromia,West Shoa,Jeldu,0.7010013,0,high,high_risk_source,high,26,1,0.7930984,Cheliya,This woreda is high or very-high risk for the next prediction month.
ETH:ET051005,2026-01-01,Somali,Nogob,Sagag,0.7008822,0,high,high_risk_source,high,6,0,0.74749696,Garbo,This woreda is high or very-high risk for the next prediction month.
ETH:a540c5f14740,2026-01-01,Oromia,Guji,Negele Town,0.7007966,0,high,high_risk_source,high,15,6,0.88357407,Adola Rede,This woreda is high or very-high risk for the next prediction month.
ETH:ET041219,2026-01-01,Oromia,Borena,Dilo,0.7000307,0,high,high_risk_source,high,17,2,0.76752776,Teltale,This woreda is high or very-high risk for the next prediction month.
ETH:8bc1e73a0161,2026-01-01,Afar,Afar 1,Ayssaita,0.69969416,0,high,high_risk_source,high,11,0,0.69969416,Ayssaita,This woreda is high or very-high risk for the next prediction month.
ETH:6bb13f45a62b,2026-01-01,Amhara,East Gojjam,Aneded,0.6996584,0,high,high_risk_source,high,16,2,0.75261146,Baso Liben,This woreda is high or very-high risk for the next prediction month.
ETH:48704320be17,2026-01-01,Amhara,Central Gonder,Central Armachiho,0.6993388,0,high,high_risk_source,high,14,3,0.85815537,Wegera,This woreda is high or very-high risk for the next prediction month.
ETH:ET040401,2026-01-01,Oromia,Jimma,Limu Seka,0.6989568,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:33823e13c9ee,2026-01-01,Afar,Afar 4,Euwa,0.697886,0,high,high_risk_source,high,3,0,0.697886,Euwa,This woreda is high or very-high risk for the next prediction month.
ETH:ET050105,2026-01-01,Somali,Siti,Afdem,0.6978411,0,high,high_risk_source,high,10,0,0.719128,Dembel,This woreda is high or very-high risk for the next prediction month.
ETH:afde4e083807,2026-01-01,Somali,Shabele,Gode,0.6977425,0,high,high_risk_source,high,10,0,0.74620366,Kelafo,This woreda is high or very-high risk for the next prediction month.
ETH:bdf2db3acf7e,2026-01-01,Amhara,W Gojjam,Finote Selam,0.69760185,0,high,high_risk_source,high,14,0,0.72052395,North Achefer,This woreda is high or very-high risk for the next prediction month.
ETH:ET040415,2026-01-01,Oromia,Jimma,Chora (Jimma),0.69718915,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:393561686b33,2026-01-01,Dire Dawa,Dire Dawa,Dire Dawa,0.6964182,0,high,high_risk_source,high,4,0,0.6964182,Dire Dawa,This woreda is high or very-high risk for the next prediction month.
ETH:31e80add58d3,2026-01-01,Afar,Afar 2,Abaala,0.69612896,0,high,high_risk_source,high,5,0,0.69612896,Abaala,This woreda is high or very-high risk for the next prediction month.
ETH:032ba3c3947d,2026-01-01,Amhara,Waghimra,Gaz Gibla,0.69610274,0,high,high_risk_source,high,8,0,0.69610274,Gaz Gibla,This woreda is high or very-high risk for the next prediction month.
ETH:b639d29fc596,2026-01-01,Benishangul Gumuz,Metekel,Bullen,0.69545645,0,high,high_risk_source,high,10,0,0.73803574,Dangur,This woreda is high or very-high risk for the next prediction month.
ETH:bdc881c96087,2026-01-01,Amhara,North Gojjam,North Achefer,0.6954477,0,high,high_risk_source,high,5,1,0.76734734,South Achefer,This woreda is high or very-high risk for the next prediction month.
ETH:d888ee8cbe9a,2026-01-01,Amhara,Wag Himra,Sahila,0.6950527,0,high,high_risk_source,high,10,0,0.7318248,Dehana,This woreda is high or very-high risk for the next prediction month.
ETH:d9467b17fe54,2026-01-01,Amhara,South Gonder,East Esite,0.694606,0,high,high_risk_source,high,16,1,0.7791149,Woreta town,This woreda is high or very-high risk for the next prediction month.
ETH:722f7ce82a4d,2026-01-01,Afar,Afar 3,Awash town,0.6939091,0,high,high_risk_source,high,7,0,0.6939091,Awash town,This woreda is high or very-high risk for the next prediction month.
ETH:ET050297,2026-01-01,Somali,Fafan,Koran /Mulla,0.6937179,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:ET050899,2026-01-01,Somali,Afder,God-God,0.69357586,0,high,high_risk_source,high,11,2,0.7735397,Elkare /Serer,This woreda is high or very-high risk for the next prediction month.
ETH:ET040301,2026-01-01,Oromia,Ilu Aba Bora,Darimu,0.6933313,0,high,high_risk_source,high,17,0,0.6933313,Darimu,This woreda is high or very-high risk for the next prediction month.
ETH:ET040408,2026-01-01,Oromia,Jimma,GERA,0.6931862,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:26a615f5e17f,2026-01-01,Afar,Afar 5,Dalifage,0.69295144,0,high,high_risk_source,high,7,0,0.7119824,Telalak,This woreda is high or very-high risk for the next prediction month.
ETH:ET030304,2026-01-01,Amhara,North Wello,Meket,0.6928594,0,high,high_risk_source,high,13,1,0.7784336,Bugna,This woreda is high or very-high risk for the next prediction month.
ETH:fac80e74c96d,2026-01-01,Amhara,West Gonder,West Armachiho,0.69268376,0,high,high_risk_source,high,5,0,0.73113936,Metema,This woreda is high or very-high risk for the next prediction month.
ETH:ET050502,2026-01-01,Somali,Korahe,Kebridehar,0.6924624,0,high,high_risk_source,high,7,0,0.74198145,Shilabo,This woreda is high or very-high risk for the next prediction month.
ETH:ET040495,2026-01-01,Oromia,Jimma,Botor Tolay,0.69191366,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:953689428442,2026-01-01,Oromia,Adama Town,Adama Town,0.6915331,0,high,high_risk_source,high,1,0,0.6915331,Adama Town,This woreda is high or very-high risk for the next prediction month.
ETH:ET030421,2026-01-01,Amhara,South Wello,Mekdela,0.69148594,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:97d7228b1db5,2026-01-01,Oromia,West Shoa,Adda Berga,0.6914708,0,high,high_risk_source,high,26,1,0.7930984,Cheliya,This woreda is high or very-high risk for the next prediction month.
ETH:f13e4fd2b3e6,2026-01-01,Gambella,Itang Special woreda,Itang Special,0.69146883,0,high,high_risk_source,high,1,0,0.69146883,Itang Special,This woreda is high or very-high risk for the next prediction month.
ETH:ET110507,2026-01-01,South West Ethiopia,West Omo,Maji,0.6910518,0,high,high_risk_source,high,8,0,0.6910518,Maji,This woreda is high or very-high risk for the next prediction month.
ETH:ET110301,2026-01-01,South West Ethiopia,Bench Sheko,Sheko,0.6909689,0,high,high_risk_source,high,10,0,0.70445174,Gurafereda,This woreda is high or very-high risk for the next prediction month.
ETH:ET050809,2026-01-01,Somali,Afder,Raso,0.6907946,0,high,high_risk_source,high,11,2,0.7735397,Elkare /Serer,This woreda is high or very-high risk for the next prediction month.
ETH:ET041211,2026-01-01,Oromia,Borena,Dire,0.6905008,0,high,high_risk_source,high,17,2,0.76752776,Teltale,This woreda is high or very-high risk for the next prediction month.
ETH:9c06fb42ec9a,2026-01-01,Oromia,South West Shoa,Ilu,0.69034,0,high,high_risk_source,high,11,0,0.69034,Ilu,This woreda is high or very-high risk for the next prediction month.
ETH:1948b0c5f724,2026-01-01,Somali,Dollo,Warder,0.69017047,0,high,high_risk_source,high,7,0,0.69017047,Warder,This woreda is high or very-high risk for the next prediction month.
ETH:725f4665bd1b,2026-01-01,Oromia,East Shoa,ADAMA,0.68987,0,high,high_risk_source,high,16,1,0.7663057,Adama,This woreda is high or very-high risk for the next prediction month.
ETH:d431daf5185e,2026-01-01,Amhara,South Gonder,Tach Gayint,0.68949175,0,high,high_risk_source,high,16,1,0.7791149,Woreta town,This woreda is high or very-high risk for the next prediction month.
ETH:ET041802,2026-01-01,Oromia,Kelem Wellega,Yama Logi Welel,0.6892053,0,high,high_risk_source,high,17,1,0.77339715,Gidami,This woreda is high or very-high risk for the next prediction month.
ETH:4abad05b766e,2026-01-01,Oromia,Waghimra,Gaz Gibla,0.6890234,0,high,high_risk_source,high,1,0,0.6890234,Gaz Gibla,This woreda is high or very-high risk for the next prediction month.
ETH:957c9314906d,2026-01-01,Oromia,South West Shoa,Kersana Malima,0.6886885,0,high,high_risk_source,high,11,0,0.69034,Ilu,This woreda is high or very-high risk for the next prediction month.
ETH:ET030416,2026-01-01,Amhara,South Wello,Wegde,0.6886868,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:ET050205,2026-01-01,Somali,Fafan,Aw-Bare,0.68855286,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:a76237e71fa3,2026-01-01,Somali,Shabele,Danan,0.6885299,0,high,high_risk_source,high,10,0,0.74620366,Kelafo,This woreda is high or very-high risk for the next prediction month.
ETH:ET040407,2026-01-01,Oromia,Jimma,Goma,0.68827945,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:ET041404,2026-01-01,Oromia,GUJI,Wadera,0.68821543,0,high,high_risk_source,high,3,0,0.71213704,Odo Shakiso,This woreda is high or very-high risk for the next prediction month.
ETH:02aceff3066e,2026-01-01,Oromia,West Harerghe,Chiro Zuria,0.6880686,0,high,high_risk_source,high,15,0,0.70219034,Shenen Dugo ( Mesela ),This woreda is high or very-high risk for the next prediction month.
ETH:ET041801,2026-01-01,Oromia,Kelem Wellega,Hawa Galan,0.6880422,0,high,high_risk_source,high,17,1,0.77339715,Gidami,This woreda is high or very-high risk for the next prediction month.
ETH:ET040812,2026-01-01,Oromia,Arsi,ROBE,0.6880115,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:caecc942b7c5,2026-01-01,Oromia,Finfine Zuria,Sebeta Hawas,0.6879993,0,high,high_risk_source,high,9,0,0.6879993,Sebeta Hawas,This woreda is high or very-high risk for the next prediction month.
ETH:be85e741b967,2026-01-01,Afar,Afar 5,Dewe,0.68785167,0,high,high_risk_source,high,7,0,0.7119824,Telalak,This woreda is high or very-high risk for the next prediction month.
ETH:ET041805,2026-01-01,Oromia,Kelem Wellega,SAyo,0.68769276,0,high,high_risk_source,high,17,1,0.77339715,Gidami,This woreda is high or very-high risk for the next prediction month.
ETH:8e3ca905f09c,2026-01-01,Sidama,Southern Sidama,Aleta Chuko,0.6876911,0,high,high_risk_source,high,11,0,0.6876911,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
